resultID,runID,assayID,pcrChemistryID,extractID,wellLocation,sampleName,copyNumber,control,userProvidedThresholdValue,userProvidedCqValue,systemCalculatedThresholdValue,systemCalculatedCqValue,Cycle_Number1,Cycle_Number2,Cycle_Number3,Cycle_Number4,Cycle_Number5,Cycle_Number6,Cycle_Number7,Cycle_Number8,Cycle_Number9,Cycle_Number10,Cycle_Number11,Cycle_Number12,Cycle_Number13,Cycle_Number14,Cycle_Number15,Cycle_Number16,Cycle_Number17,Cycle_Number18,Cycle_Number19,Cycle_Number20,Cycle_Number21,Cycle_Number22,Cycle_Number23,Cycle_Number24,Cycle_Number25,Cycle_Number26,Cycle_Number27,Cycle_Number28,Cycle_Number29,Cycle_Number30,Cycle_Number31,Cycle_Number32,Cycle_Number33,Cycle_Number34,Cycle_Number35,Cycle_Number36,Cycle_Number37,Cycle_Number38,Cycle_Number39,Cycle_Number40,Cycle_Number41,Cycle_Number42,Cycle_Number43,Cycle_Number44,Cycle_Number45,Cycle_Number46,Cycle_Number47,Cycle_Number48,Cycle_Number49,Cycle_Number50,Cycle_Number51,Cycle_Number52,Cycle_Number53,Cycle_Number54,Cycle_Number55,Cycle_Number56,Cycle_Number57,Cycle_Number58,Cycle_Number59,Cycle_Number60,Cycle_Number61,Cycle_Number62,Cycle_Number63,Cycle_Number64,Cycle_Number65,Cycle_Number66,Cycle_Number67,Cycle_Number68,Cycle_Number69,Cycle_Number70
39,1,1,1,13,40,III,,,9.31,22.135164,9.31813,21.26575509,9.48839,9.512258,9.489981,9.434289,9.361093,9.267212,9.160601,9.166965,9.174921,9.182878,9.17333,9.182878,9.217884,9.221067,9.227431,9.241752,9.2513,9.265621,9.262438,9.270394,9.284715,9.308583,9.30381,9.31813,9.319722,9.348363,9.351546,9.364276,9.380188,9.404056,9.412012,9.42315,9.454975,9.445427,9.458157,9.477252,9.482025,9.496346,9.513849,9.512258,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,1,1,1,13,41,III,,,9.31,21.035911,9.273577,22.03274562,9.478843,9.518623,9.485208,9.437471,9.375414,9.271985,9.205154,9.179695,9.18606,9.19879,9.192425,9.190834,9.208337,9.214702,9.217884,9.227431,9.232205,9.241752,9.232205,9.249708,9.264029,9.275168,9.259256,9.273577,9.27835,9.416786,9.415194,9.42315,9.426333,9.440654,9.450201,9.456566,9.482025,9.467704,9.482025,9.480434,9.499528,9.513849,9.521805,9.520214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,1,1,1,14,42,NNN,,,9.31,33.782037,9.637964,36.82864227,9.254482,9.300627,9.252891,9.203563,9.114455,9.018983,9.025348,9.023756,9.04126,9.058763,9.055581,9.053989,9.074675,9.090587,9.100135,9.103317,9.119229,9.112864,9.117638,9.117638,9.13355,9.157418,9.128776,9.160601,9.154236,9.181286,9.182878,9.203563,9.197198,9.216293,9.222658,9.241752,9.284715,9.300627,9.361093,9.474069,9.637964,9.884602,10.233077,10.675433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,1,1,1,14,43,NNN,,,9.31,30.328904,9.203563,20.03590634,9.260847,9.308583,9.281533,9.257664,9.184469,9.111273,9.038077,9.012618,9.036486,9.036486,9.038077,9.04126,9.066719,9.079449,9.096952,9.096952,9.114455,9.130368,9.138324,9.147871,9.182878,9.203563,9.197198,9.230614,9.243344,9.259256,9.273577,9.283124,9.281533,9.305401,9.321313,9.327678,9.359502,9.348363,9.367458,9.372232,9.3961,9.412012,9.421559,9.429515,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,1,1,1,14,44,NNN,,,9.31,21.103522,9.127185,20.79666344,9.271985,9.322904,9.310174,9.257664,9.182878,9.109682,9.052398,9.058763,9.085814,9.071493,9.069902,9.069902,9.092179,9.090587,9.100135,9.090587,9.096952,9.104908,9.101726,9.096952,9.114455,9.127185,9.116047,9.131959,9.143097,9.154236,9.162192,9.171739,9.182878,9.208337,9.216293,9.249708,9.268803,9.265621,9.281533,9.305401,9.30381,9.324495,9.334043,9.34359,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,3,2,3,15,1,NTC,,Y,0.600308247,28.46356403,0.482107928,21.16640364,0.100747095,0.142784928,0.223336595,0.243977928,0.251025928,0.262604928,0.271163262,0.298852928,0.305901262,0.317983928,0.317983928,0.331073595,0.348190928,0.366818595,0.385949595,0.401556262,0.413135262,0.432769595,0.459452262,0.474555928,0.481604262,0.482107928,0.512314595,0.529431595,0.543527928,0.547051928,0.562658928,0.589341595,0.612500262,0.639182595,0.652272262,0.666368595,0.675430928,0.686003262,0.689023928,0.691540928,0.696071928,0.704127262,0.713692928,0.719986095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,3,2,3,16,2,A1.1-Rep1,,,0.600308247,36.75813468,0.621337429,36.86745956,-0.071586123,-0.032696779,0.031113065,0.043571243,0.029346753,0.027708597,0.014994775,0.017384285,0.00316013,0.002025307,-0.009681849,-0.012327005,-0.010440828,-0.00503065,0.002393194,0.003272371,0.002641215,0.003017059,0.00893057,-0.001266253,-0.012973409,-0.032735565,-0.015746054,-0.014363544,-0.005429366,-0.017639856,-0.016760678,-0.010847167,0.004128343,0.028165854,0.047672365,0.077247875,0.117395719,0.187246897,0.285794407,0.431665918,0.621337429,0.862863939,1.13610745,1.278958294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,3,2,3,16,3,A1.1-Rep2,,,0.600308247,37.70428422,0.458024901,36.86046102,-0.055588717,-0.022924894,0.038183595,0.042402751,0.02799424,0.023151397,0.009749886,0.010445042,-0.005977135,-0.004778646,-0.01163549,-0.007919667,-0.008231844,-0.005523022,-0.000297199,0.00543229,0.00109278,-0.001736398,-0.003055242,-0.010415419,-0.019285929,-0.03168044,-0.013364951,-0.008642461,-0.001402639,-0.009769483,-0.012094993,-0.00485517,0.005405319,0.031272475,0.044049964,0.063372454,0.089743276,0.141286433,0.212967255,0.318379078,0.458024901,0.638450057,0.842033546,0.945683369,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,3,2,3,16,4,A1.1-Rep3,,,0.600308247,35.03887425,0.27505549,20.00392515,0.09759049,0.14214549,0.210110823,0.223200157,0.21363449,0.218668823,0.21011049,0.212627823,0.19853149,0.200545157,0.196014157,0.200545157,0.204069157,0.21363449,0.22269649,0.231255157,0.236793157,0.246862157,0.264986157,0.271531157,0.276062157,0.27505549,0.303751823,0.321875823,0.33848949,0.34402749,0.357117157,0.38228949,0.410482157,0.44018549,0.461330157,0.481468157,0.51268149,0.549433157,0.592226157,0.644584823,0.715067157,0.801659823,0.898824823,0.94866599,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,3,2,3,17,5,A1.2-rep1,,,0.600308247,37.51325102,0.46973898,36.87219179,-0.055805485,-0.020915277,0.045188597,0.048865137,0.036431345,0.030542552,0.019115426,0.012722967,-0.004242159,-0.010634619,-0.017530411,-0.017377871,-0.015211663,-0.009018123,-0.003327915,-0.002168708,-0.0045335,-0.003877626,0.000805914,-0.005586545,-0.014999671,-0.027433797,-0.01620559,-0.018067049,-0.018921508,-0.027831301,-0.02616876,-0.013933553,0.000818654,0.028157195,0.043412736,0.06773061,0.094565484,0.145566025,0.212173232,0.318552773,0.46973898,0.674793854,0.926165728,1.055703602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,3,2,3,17,6,A1.2-rep2,,,0.600308247,34.77609333,0.350717768,20.11364484,0.098239935,0.140277768,0.211767102,0.227877102,0.226870102,0.229387435,0.229891102,0.237946102,0.233415102,0.241470102,0.244994435,0.256573768,0.271173768,0.285773768,0.303394435,0.312456435,0.321518435,0.331587102,0.345180102,0.349207435,0.351724768,0.350717768,0.376897102,0.390993768,0.407104102,0.408111102,0.419186768,0.441841768,0.467517435,0.499234435,0.523400102,0.546055102,0.563675768,0.583310102,0.600930768,0.628620435,0.662854768,0.711689102,0.764047435,0.792240435,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,3,2,3,17,7,A1.2-rep 3,,,0.600308247,40,Unable to Determine Threshold,40,0.02633274,0.03816374,0.056791407,0.056791407,0.05477774,0.051757073,0.049743407,0.049743407,0.049240073,0.049743407,0.04672274,0.047226073,0.04772974,0.049240073,0.052764073,0.055281073,0.055784407,0.054274073,0.051253407,0.047729407,0.04571574,0.04672274,0.051757073,0.05024674,0.051757073,0.05226074,0.055281407,0.055281407,0.05477774,0.060819073,0.065350073,0.06585374,0.06484674,0.063336407,0.067867407,0.069881407,0.069378073,0.07038474,0.067364073,0.06937774,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,3,2,3,18,8,O1.1- rep 1,,,0.600308247,33.37030476,2.152765305,35.86360597,-0.050816434,-0.018466366,0.036790536,0.042709772,0.034029007,0.025851576,0.009115478,0.00697938,-0.002708384,-0.000816816,-0.010001247,-0.009620012,-0.008232109,-0.005333874,0.000585028,0.003483263,-0.000666501,-0.002299266,-0.001414697,-0.006571462,-0.019279893,-0.034001991,-0.026069089,-0.023674187,-0.022789618,-0.030967049,-0.03008248,-0.016611578,0.009948657,0.046578226,0.104352128,0.19686403,0.384023599,0.719196168,1.286960736,2.152765305,3.348327207,4.846963776,6.546475345,7.431914747,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,3,2,3,18,9,O1.1-rep 2,,,0.600308247,32.9710347,2.798142888,35.82934282,0.034252163,0.051023431,0.085666866,0.067951968,0.038657736,0.017418838,-0.01137206,-0.020024959,-0.038243524,-0.039344755,-0.054038987,-0.051112552,-0.047179117,-0.037708015,-0.032767914,-0.030848478,-0.020370377,-0.011905942,8.25E-05,-0.009073738,-0.01822997,-0.027386202,-0.0143911,-0.012974998,-0.009041897,-0.016687795,-0.011747693,-0.000765925,0.021794843,0.066003612,0.132364047,0.260648482,0.503718583,0.948670685,1.685621453,2.798142888,4.291772657,6.102573425,8.09914586,9.123564128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,3,2,3,18,10,O1.1-rep 3,,,0.600308247,33.24888494,2.41714587,35.80665167,-0.000368393,0.015769767,0.056576427,0.044521753,0.02491508,0.018398073,0.0023154,0.001336393,-0.018269947,-0.020255954,-0.030800627,-0.028255634,-0.025206974,-0.019137648,-0.017095988,-0.019585328,-0.024088668,-0.019026675,-0.001378348,0.002173645,-0.002329362,-0.017405035,-0.007811709,-0.007784049,-0.009770056,-0.021321729,-0.024314403,-0.011196743,0.010982917,0.048265577,0.100148237,0.20438923,0.403781557,0.778373217,1.41626721,2.41714587,3.81574653,5.584883523,7.612791849,8.667790842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54,3,2,3,19,11,O1.2-rep 1,,,0.600308247,33.97976829,3.009891122,36.86119893,-0.023467485,-0.001942486,0.046768512,0.038590177,0.021853175,0.013171507,0.007007172,0.000842837,-0.015390831,-0.0170245,-0.020168501,-0.016263836,-0.013366171,-0.004427173,0.004511492,0.00589849,0.001747489,-0.000389513,-9.18E-06,-0.00869085,-0.016365518,-0.023033519,-0.006039521,-0.008680189,-0.010817191,-0.028057526,-0.033718528,-0.028807196,-0.017351198,0.010215134,0.038284799,0.105120131,0.233879129,0.494037794,0.960105459,1.764489124,3.009891122,4.748167121,6.892723786,8.034667951,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55,3,2,3,19,12,O1.2-rep2,,,0.600308247,34.94510618,1.636455592,36.76850708,-0.013673048,0.010445817,0.056716182,0.050124547,0.034470912,0.02888661,0.018771308,0.009662673,-0.008004628,-0.02013393,-0.029745898,-0.0338202,-0.031349501,-0.025858136,-0.018352771,-0.01286174,-0.013411708,-0.011444676,-0.010484311,-0.015061946,-0.021653248,-0.032272216,-0.020739518,-0.02028282,-0.016301788,-0.022389756,-0.019919058,-0.00838636,0.009691005,0.033809704,0.059438735,0.094129767,0.160034799,0.287360164,0.523933195,0.94376056,1.636455592,2.67300429,4.047868655,4.794180687,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,3,2,3,19,13,O1.2-rep3,,,0.600308247,34.2255926,2.475149976,36.7924494,-0.004589473,0.012793776,0.049056191,0.037491273,0.022402355,0.014865104,0.002293519,-0.002726399,-0.013284317,-0.016794235,-0.02131082,-0.019786072,-0.016750656,-0.012205241,-0.005142493,-9.37E-05,-0.001086329,-0.00308558,-0.003071165,-0.009601416,-0.019152335,-0.030717253,-0.020633837,-0.023136756,-0.02211534,-0.030156258,-0.026114177,-0.018548095,-0.003933679,0.024273736,0.054998484,0.105861233,0.207571648,0.41148173,0.788073479,1.440050561,2.475149976,3.961840724,5.842225806,6.858194221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,3,2,3,20,14,A2.1-rep1,,,0.600308247,39.81000791,0.284905803,36.8674482,0.004489685,0.018886693,0.055686867,0.045163375,0.02859855,0.015558058,-0.003524101,-0.005992593,-0.016516085,-0.018984244,-0.025983403,-0.026438228,-0.021858387,-0.018285546,-0.012698705,-0.01315353,-0.014111689,-0.013559514,-0.008476006,-0.013964832,-0.019453657,-0.028970483,-0.015328641,-0.0117558,-0.007679292,-0.015685451,-0.01563661,-0.003505102,0.014164406,0.038378914,0.048496755,0.062138597,0.076283771,0.106035946,0.143339787,0.202795295,0.284905803,0.397222977,0.537733152,0.610529993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,3,2,3,20,15,A2.1-rep2,,,0.600308247,37.71230551,0.425557329,36.86073866,-0.066462411,-0.039195011,0.021551389,0.03799479,0.040341523,0.04419859,0.02942799,0.023216057,0.008949124,0.001226857,-0.009012743,-0.010693676,-0.012877942,-0.009524542,-0.006674475,-0.004327742,-0.007015342,-0.006178941,-0.003328875,-0.007527141,-0.015753074,-0.026999674,-0.018611607,-0.016768207,-0.009386807,-0.013081407,-0.011741673,-0.005367606,0.00553746,0.017952861,0.027347927,0.042784328,0.070807061,0.113932795,0.177699861,0.278218262,0.425557329,0.632303062,0.890400462,1.024901696,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,3,2,3,20,16,A2.1-rep3,,,0.600308247,35.18460894,0.716861987,36.85364083,0.09661632,0.126822987,0.179684987,0.186229653,0.17565732,0.162567653,0.149981653,0.148974987,0.14243032,0.144947653,0.14595432,0.156022987,0.168105653,0.183712653,0.200829987,0.217946987,0.228015987,0.23959532,0.251174653,0.25872632,0.26577432,0.273325987,0.30202232,0.31662232,0.33575332,0.342801653,0.353877653,0.37401532,0.394152987,0.433421653,0.457083653,0.48275932,0.503903987,0.537634987,0.58093132,0.639834653,0.716861987,0.827116653,0.96455732,1.04208782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,3,2,3,21,17,A2.2-rep1,,,0.600308247,32.01881488,0.860844656,32.87066806,-0.011774864,0.01341009,0.05797771,0.046159331,0.023264951,0.009935905,-0.010441141,-0.012190854,-0.0235059,-0.020220947,-0.027508326,-0.026237039,-0.023455752,-0.018157132,-0.010844845,-0.006049557,-0.00679227,-0.004514317,-0.00072603,-0.003986076,-0.013790789,-0.021078502,-0.009234881,-0.000411927,0.006900693,0.01068898,0.026056267,0.056527221,0.108646508,0.191476128,0.326663749,0.537368369,0.860844656,1.29860361,1.84460323,2.481223184,3.189332471,3.958358758,4.759605712,5.166150833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,3,2,3,21,18,A2.2-rep2,,,0.600308247,31.87618586,0.971041406,32.81610106,-0.028318886,-0.004239325,0.038719237,0.033347131,0.014382026,0.006996254,-0.007437852,-0.006768624,-0.01113373,-0.005933168,-0.012312274,-0.017181046,-0.016511818,-0.010807923,-0.000573362,0.004123532,0.00479276,0.005965655,0.011669216,0.00629711,-0.003605995,-0.016529767,-0.006798539,-0.004115645,-0.002439417,-0.007811522,0.002926706,0.033299267,0.084313161,0.174092389,0.323781617,0.580704845,0.971041406,1.509390967,2.180650529,2.97525409,3.862995318,4.829777212,5.844386773,6.357060501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,3,2,3,21,19,A2.2-rep3,,,0.600308247,31.3894651,1.208834709,32.86595437,-0.0387903,-0.01012257,0.039689826,0.039157555,0.023521951,0.017451681,0.002319744,0.001787473,-0.009317131,-0.007332401,-0.017430005,-0.017458609,-0.01597688,-0.008957484,-0.001434754,0.002060642,-0.000988962,-0.001521233,-0.002053503,-0.008123774,-0.014193711,-0.019760315,-0.008713252,-0.009749189,-0.000212793,0.002779269,0.017853999,0.045514728,0.101368458,0.212097854,0.40287525,0.722534646,1.208834709,1.874865105,2.713577168,3.691743897,4.777144626,5.940579689,7.152345419,7.762493148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,3,2,3,22,20,O2.1-rep1,,,0.600308247,32.16481002,2.452603804,34.8537886,-0.0149431,0.01415777,0.06138264,0.055745843,0.037019379,0.027354916,0.009131785,0.004501655,-0.009693809,-0.012813606,-0.020967736,-0.0225772,-0.023179663,-0.02529246,-0.02438459,-0.023980054,-0.027603184,-0.027702315,-0.024780778,-0.028907242,-0.035047372,-0.041691169,-0.027693633,-0.018227096,-0.011781227,-0.010370024,-0.001407154,0.024169716,0.065353252,0.134226455,0.241361325,0.439620195,0.805526398,1.447824601,2.452603804,3.880781007,5.68805321,7.79437208,10.06632495,11.23170332,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,3,2,3,22,21,O2.1-rep2,,,0.600308247,32.8440445,2.939267745,35.83276999,0.035944716,0.056282526,0.09524767,0.083364813,0.058895957,0.040468434,0.016502911,0.001599388,-0.020855468,-0.037268991,-0.056199847,-0.064055037,-0.062848227,-0.05962775,-0.052883273,-0.051676462,-0.048959319,-0.043724842,-0.033959365,-0.037283554,-0.040104077,-0.049973267,-0.031649123,-0.02792498,-0.014635169,-0.019469692,-0.000642549,0.024226262,0.062688072,0.105177549,0.173342693,0.306955837,0.562906314,1.028290124,1.796245268,2.939267745,4.466922888,6.328866032,8.432966842,9.519603319,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,3,2,3,22,22,O2.1-rep3,,,0.600308247,32.96697297,2.907818726,35.86978837,-0.042420609,-0.012572056,0.044966163,0.049139048,0.038208267,0.02778082,0.012822372,0.007933258,-0.001990523,-0.006879637,-0.018313751,-0.020182199,-0.018023313,-0.012340427,-0.006657542,-0.000974656,-0.003850103,-0.004711884,-0.006580332,-0.012980113,-0.020889894,-0.028800008,-0.020096122,-0.02498557,-0.024337017,-0.031240132,-0.028577579,-0.015342694,0.007960859,0.053919411,0.120015964,0.248539849,0.500911402,0.963219954,1.73967884,2.907818726,4.495329278,6.456396831,8.689828383,9.847647435,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,3,2,3,23,23,O2.2-rep1,,,0.600308247,33.10781672,2.69187912,35.86722278,-0.025094467,-0.005363032,0.048854571,0.045679173,0.032938443,0.020197712,0.000912314,-0.000249083,-0.011983148,-0.008613878,-0.018333943,-0.017985007,-0.017636071,-0.011749468,-0.007372866,-0.004003263,-0.006171661,-0.004312392,-0.001446123,-0.00713852,-0.017865584,-0.030606315,-0.020188379,-0.01581211,-0.013449508,-0.020652572,-0.023324303,-0.0129067,0.007076569,0.044177171,0.102422441,0.214536376,0.442442645,0.868203248,1.587976517,2.69187912,4.204076389,6.070699658,8.140714927,9.20685903,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,3,2,3,23,24,O2.2-rep2,,,0.600308247,32.48474433,2.204449905,34.77660575,-0.014592514,0.006814538,0.058428256,0.051138974,0.035794359,0.01440841,-0.007481205,-0.016784487,-0.030618768,-0.02632905,-0.028080665,-0.022280614,-0.019501229,-0.016721844,-0.009411459,-0.007135408,-0.005866356,-0.001073304,0.005733747,-4.55E-05,-0.00884515,-0.018651765,-0.005299713,-0.006044662,-0.005278944,-0.016092559,-0.013312841,0.000542211,0.028493929,0.078093647,0.164445032,0.338899417,0.665898135,1.252674853,2.204449905,3.61033329,5.447166675,7.617784726,9.943464111,11.1313555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,3,2,3,23,25,O2.2-rep3,,,0.600308247,33.81022036,1.910535055,35.85471501,-0.058069465,-0.032907717,0.024222865,0.029498447,0.023194695,0.017394276,0.011090524,0.016366106,0.009055354,0.005772269,-0.004055816,-0.005324901,-0.001559653,0.000695262,0.004963843,0.007218758,0.00443934,0.003169921,0.002404169,-0.003899583,-0.011210001,-0.021038086,-0.013245505,-0.018038923,-0.015784008,-0.023094427,-0.021343179,-0.016067597,-0.002737016,0.025193566,0.063696481,0.139454396,0.291232977,0.583472892,1.096725474,1.910535055,3.062660637,4.529943218,6.1991078,7.068044715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,3,2,3,24,26,A3.1-rep1,,,0.600308247,34.43899613,2.083564534,36.84526019,-0.002046513,0.020722682,0.063881545,0.053675074,0.03491027,0.023193799,0.006442661,0.003787857,-0.008935947,-0.010583752,-0.021796889,-0.023444693,-0.027609831,-0.025733635,-0.024360773,-0.022484244,-0.025642381,-0.025779519,-0.02138599,-0.026557794,-0.032233265,-0.039922403,-0.024452873,-0.019052344,-0.012141482,-0.018823953,-0.012416757,-0.006512895,0.012480634,0.032481163,0.067584693,0.112757555,0.204247084,0.372260613,0.684259476,1.221299005,2.083564534,3.335497396,4.964511258,5.844397621,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,3,2,3,24,27,A3.1-rep2,,,0.600308247,33.987697,2.944552078,36.8554189,-0.01248492,0.014842502,0.067593756,0.061945344,0.040186599,0.02698652,0.006234774,-0.000420638,-0.015634716,-0.018766129,-0.028442207,-0.032580286,-0.033697698,-0.034311777,-0.028884522,-0.025974601,-0.020547347,-0.016126759,-0.008182171,-0.009802916,-0.012430662,-0.019086074,-0.009127819,-0.011755898,-0.009852644,-0.019025389,-0.015611801,-0.013205213,-0.002743292,0.017283962,0.04989755,0.113724472,0.242999726,0.491591314,0.944582235,1.72430949,2.944552078,4.671261332,6.84905792,8.017445508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
